regime,metric,spend,ref,n_seed,amgtp_mean,ref_mean,mean_delta,rel_pct,n_amgtp_wins,wilcoxon_p
s0_none,conversions,10pct,han_arw,8,8994.934396057306,9046.188193011323,-51.25379695401841,-0.5665789375641642,0,0.0078125
s0_none,conversions,10pct,expanding,8,8994.934396057306,9046.188193011323,-51.25379695401841,-0.5665789375641642,0,0.0078125
s0_none,conversions,10pct,ensemble3,8,8994.934396057306,9016.970269322057,-22.03587326475224,-0.24438223268544737,0,0.0078125
s0_none,conversions,10pct,m5b_smooth0.1,8,8994.934396057306,8999.712370475641,-4.777974418335361,-0.05309030135240691,4,0.640625
s0_none,conversions,25pct,han_arw,8,17722.484983234004,17777.671399222843,-55.1864159888371,-0.31042544745905015,0,0.0078125
s0_none,conversions,25pct,expanding,8,17722.484983234004,17777.671399222843,-55.1864159888371,-0.31042544745905015,0,0.0078125
s0_none,conversions,25pct,ensemble3,8,17722.484983234004,17752.832266562174,-30.347283328170306,-0.17094333384386243,0,0.0078125
s0_none,conversions,25pct,m5b_smooth0.1,8,17722.484983234004,17722.110522160197,0.3744610738076517,0.002112959815589772,5,1.0
s0_none,conversions,50pct,han_arw,8,28228.432098067657,28255.771433756207,-27.339335688548545,-0.09675664227622953,0,0.0078125
s0_none,conversions,50pct,expanding,8,28228.432098067657,28255.771433756207,-27.339335688548545,-0.09675664227622953,0,0.0078125
s0_none,conversions,50pct,ensemble3,8,28228.432098067657,28239.96099182163,-11.52889375397126,-0.040824750987829124,2,0.1484375
s0_none,conversions,50pct,m5b_smooth0.1,8,28228.432098067657,28224.204615306015,4.227482761644296,0.014978217523804828,3,0.9453125
s0_none,conversions,75pct,han_arw,8,35487.20743783067,35498.89323325799,-11.68579542731959,-0.03291875989072096,1,0.015625
s0_none,conversions,75pct,expanding,8,35487.20743783067,35498.89323325799,-11.68579542731959,-0.03291875989072096,1,0.015625
s0_none,conversions,75pct,ensemble3,8,35487.20743783067,35489.10318981553,-1.8957519848586344,-0.005341786110286008,3,0.3828125
s0_none,conversions,75pct,m5b_smooth0.1,8,35487.20743783067,35476.886401991935,10.321035838733223,0.029092282005203602,5,0.3125
s1_abrupt,clicks,10pct,han_arw,8,9452.952434550763,9437.84423336628,15.108201184481914,0.16008106100192687,7,0.0546875
s1_abrupt,clicks,10pct,expanding,8,9452.952434550763,7438.602123186534,2014.3503113642291,27.07968887172212,8,0.0078125
s1_abrupt,clicks,10pct,ensemble3,8,9452.952434550763,9450.300026042858,2.6524085079054203,0.02806692380766739,4,0.640625
s1_abrupt,clicks,10pct,m5b_smooth0.1,8,9452.952434550763,9175.338418429494,277.6140161212686,3.025654242503534,8,0.0078125
s1_abrupt,clicks,25pct,han_arw,8,18726.143925773948,18694.74003267871,31.403893095235617,0.16798250759486946,7,0.015625
s1_abrupt,clicks,25pct,expanding,8,18726.143925773948,16317.826552874245,2408.3173728997035,14.75881218063014,8,0.0078125
s1_abrupt,clicks,25pct,ensemble3,8,18726.143925773948,18716.32825172106,9.815674052887061,0.05244444273937363,6,0.1484375
s1_abrupt,clicks,25pct,m5b_smooth0.1,8,18726.143925773948,18346.401291889517,379.74263388443023,2.069848074522958,8,0.0078125
s1_abrupt,clicks,50pct,han_arw,8,29714.166190854645,29638.71699553967,75.44919531497453,0.2545629600847057,8,0.0078125
s1_abrupt,clicks,50pct,expanding,8,29714.166190854645,27439.686762085243,2274.479428769403,8.289013823263327,8,0.0078125
s1_abrupt,clicks,50pct,ensemble3,8,29714.166190854645,29706.63118500745,7.535005847196317,0.025364726818970763,7,0.078125
s1_abrupt,clicks,50pct,m5b_smooth0.1,8,29714.166190854645,29273.974742052662,440.1914488019843,1.5036955271046275,8,0.0078125
s1_abrupt,clicks,75pct,han_arw,8,37638.671227069586,37576.11524203371,62.555985035872254,0.16647805296779417,8,0.0078125
s1_abrupt,clicks,75pct,expanding,8,37638.671227069586,36129.97254521678,1508.6986818528057,4.175753745632285,8,0.0078125
s1_abrupt,clicks,75pct,ensemble3,8,37638.671227069586,37630.98954092718,7.681686142404033,0.020413191989143653,7,0.0390625
s1_abrupt,clicks,75pct,m5b_smooth0.1,8,37638.671227069586,37292.63059702572,346.0406300438626,0.9279061962216769,8,0.0078125
s1_abrupt,conversions,10pct,han_arw,8,9452.952434550763,9437.84423336628,15.108201184481914,0.16008106100192687,7,0.0546875
s1_abrupt,conversions,10pct,expanding,8,9452.952434550763,7438.602123186534,2014.3503113642291,27.07968887172212,8,0.0078125
s1_abrupt,conversions,10pct,ensemble3,8,9452.952434550763,9450.300026042858,2.6524085079054203,0.02806692380766739,4,0.640625
s1_abrupt,conversions,10pct,m5b_smooth0.1,8,9452.952434550763,9175.338418429494,277.6140161212686,3.025654242503534,8,0.0078125
s1_abrupt,conversions,25pct,han_arw,8,18726.143925773948,18694.74003267871,31.403893095235617,0.16798250759486946,7,0.015625
s1_abrupt,conversions,25pct,expanding,8,18726.143925773948,16317.826552874245,2408.3173728997035,14.75881218063014,8,0.0078125
s1_abrupt,conversions,25pct,ensemble3,8,18726.143925773948,18716.32825172106,9.815674052887061,0.05244444273937363,6,0.1484375
s1_abrupt,conversions,25pct,m5b_smooth0.1,8,18726.143925773948,18346.401291889517,379.74263388443023,2.069848074522958,8,0.0078125
s1_abrupt,conversions,50pct,han_arw,8,29714.166190854645,29638.71699553967,75.44919531497453,0.2545629600847057,8,0.0078125
s1_abrupt,conversions,50pct,expanding,8,29714.166190854645,27439.686762085243,2274.479428769403,8.289013823263327,8,0.0078125
s1_abrupt,conversions,50pct,ensemble3,8,29714.166190854645,29706.63118500745,7.535005847196317,0.025364726818970763,7,0.078125
s1_abrupt,conversions,50pct,m5b_smooth0.1,8,29714.166190854645,29273.974742052662,440.1914488019843,1.5036955271046275,8,0.0078125
s1_abrupt,conversions,75pct,han_arw,8,37638.671227069586,37576.11524203371,62.555985035872254,0.16647805296779417,8,0.0078125
s1_abrupt,conversions,75pct,expanding,8,37638.671227069586,36129.97254521678,1508.6986818528057,4.175753745632285,8,0.0078125
s1_abrupt,conversions,75pct,ensemble3,8,37638.671227069586,37630.98954092718,7.681686142404033,0.020413191989143653,7,0.0390625
s1_abrupt,conversions,75pct,m5b_smooth0.1,8,37638.671227069586,37292.63059702572,346.0406300438626,0.9279061962216769,8,0.0078125
s2_gradual,clicks,10pct,han_arw,8,8626.777975865338,8683.576410769878,-56.79843490453857,-0.6540903450114615,0,0.0078125
s2_gradual,clicks,10pct,expanding,8,8626.777975865338,7203.657307492265,1423.1206683730734,19.755529831949897,8,0.0078125
s2_gradual,clicks,10pct,ensemble3,8,8626.777975865338,8632.572694316634,-5.794718451296035,-0.0671262050896028,3,0.25
s2_gradual,clicks,10pct,m5b_smooth0.1,8,8626.777975865338,8596.432899999869,30.345075865469425,0.35299613477434216,8,0.0078125
s2_gradual,clicks,25pct,han_arw,8,17131.328391589024,17174.17171578754,-42.843324198510345,-0.2494636999531463,0,0.0078125
s2_gradual,clicks,25pct,expanding,8,17131.328391589024,15303.908055379812,1827.4203362092148,11.940873727131537,8,0.0078125
s2_gradual,clicks,25pct,ensemble3,8,17131.328391589024,17130.934999528756,0.3933920602692069,0.002296384057729648,4,0.9453125
s2_gradual,clicks,25pct,m5b_smooth0.1,8,17131.328391589024,17121.55488812931,9.773503459715585,0.057083036695993856,6,0.0390625
s2_gradual,clicks,50pct,han_arw,8,27524.34366438547,27559.16089202193,-34.81722763645985,-0.1263363125346064,1,0.015625
s2_gradual,clicks,50pct,expanding,8,27524.34366438547,25680.704585517866,1843.6390788676067,7.1790829286953874,8,0.0078125
s2_gradual,clicks,50pct,ensemble3,8,27524.34366438547,27527.79515114375,-3.4514867582815896,-0.012538188181548511,3,0.546875
s2_gradual,clicks,50pct,m5b_smooth0.1,8,27524.34366438547,27514.16175800701,10.181906378460553,0.037006056982628134,5,0.3125
s2_gradual,clicks,75pct,han_arw,8,34686.062987100595,34697.92697083614,-11.86398373554448,-0.03419219754977364,0,0.0078125
s2_gradual,clicks,75pct,expanding,8,34686.062987100595,33396.64610905109,1289.4168780495042,3.860917272468414,8,0.0078125
s2_gradual,clicks,75pct,ensemble3,8,34686.062987100595,34689.74166126568,-3.6786741650880685,-0.010604501471960081,3,0.4609375
s2_gradual,clicks,75pct,m5b_smooth0.1,8,34686.062987100595,34682.40557733679,3.6574097638062995,0.010545432771815093,5,0.4609375
s2_gradual,conversions,10pct,han_arw,8,8626.777975865338,8683.576410769878,-56.79843490453857,-0.6540903450114615,0,0.0078125
s2_gradual,conversions,10pct,expanding,8,8626.777975865338,7203.657307492265,1423.1206683730734,19.755529831949897,8,0.0078125
s2_gradual,conversions,10pct,ensemble3,8,8626.777975865338,8632.572694316634,-5.794718451296035,-0.0671262050896028,3,0.25
s2_gradual,conversions,10pct,m5b_smooth0.1,8,8626.777975865338,8596.432899999869,30.345075865469425,0.35299613477434216,8,0.0078125
s2_gradual,conversions,25pct,han_arw,8,17131.328391589024,17174.17171578754,-42.843324198510345,-0.2494636999531463,0,0.0078125
s2_gradual,conversions,25pct,expanding,8,17131.328391589024,15303.908055379812,1827.4203362092148,11.940873727131537,8,0.0078125
s2_gradual,conversions,25pct,ensemble3,8,17131.328391589024,17130.934999528756,0.3933920602692069,0.002296384057729648,4,0.9453125
s2_gradual,conversions,25pct,m5b_smooth0.1,8,17131.328391589024,17121.55488812931,9.773503459715585,0.057083036695993856,6,0.0390625
s2_gradual,conversions,50pct,han_arw,8,27524.34366438547,27559.16089202193,-34.81722763645985,-0.1263363125346064,1,0.015625
s2_gradual,conversions,50pct,expanding,8,27524.34366438547,25680.704585517866,1843.6390788676067,7.1790829286953874,8,0.0078125
s2_gradual,conversions,50pct,ensemble3,8,27524.34366438547,27527.79515114375,-3.4514867582815896,-0.012538188181548511,3,0.546875
s2_gradual,conversions,50pct,m5b_smooth0.1,8,27524.34366438547,27514.16175800701,10.181906378460553,0.037006056982628134,5,0.3125
s2_gradual,conversions,75pct,han_arw,8,34686.062987100595,34697.92697083614,-11.86398373554448,-0.03419219754977364,0,0.0078125
s2_gradual,conversions,75pct,expanding,8,34686.062987100595,33396.64610905109,1289.4168780495042,3.860917272468414,8,0.0078125
s2_gradual,conversions,75pct,ensemble3,8,34686.062987100595,34689.74166126568,-3.6786741650880685,-0.010604501471960081,3,0.4609375
s2_gradual,conversions,75pct,m5b_smooth0.1,8,34686.062987100595,34682.40557733679,3.6574097638062995,0.010545432771815093,5,0.4609375
s3_recurring,clicks,10pct,han_arw,8,7293.0792352952185,7233.985115401301,59.09411989391731,0.8168957905111627,6,0.0390625
s3_recurring,clicks,10pct,expanding,8,7293.0792352952185,7258.885652540119,34.19358275509933,0.47105829175217667,6,0.0546875
s3_recurring,clicks,10pct,ensemble3,8,7293.0792352952185,7281.992211689858,11.08702360536006,0.15225261553509964,6,0.546875
s3_recurring,clicks,10pct,m5b_smooth0.1,8,7293.0792352952185,7302.0458918607255,-8.966656565507378,-0.12279649701328393,3,0.546875
s3_recurring,clicks,25pct,han_arw,8,15423.746588982784,15190.760255418665,232.98633356411756,1.533737151048839,8,0.0078125
s3_recurring,clicks,25pct,expanding,8,15423.746588982784,15321.512684281019,102.23390470176537,0.6672572533040514,8,0.0078125
s3_recurring,clicks,25pct,ensemble3,8,15423.746588982784,15414.505587127305,9.241001855478316,0.05995003734142146,4,0.84375
s3_recurring,clicks,25pct,m5b_smooth0.1,8,15423.746588982784,15432.737510469113,-8.990921486328034,-0.05825875986181232,3,0.640625
s3_recurring,clicks,50pct,han_arw,8,25595.098541823943,25206.453263319618,388.64527850432387,1.5418483292525718,8,0.0078125
s3_recurring,clicks,50pct,expanding,8,25595.098541823943,25436.355845468446,158.742696355494,0.6240779823961081,8,0.0078125
s3_recurring,clicks,50pct,ensemble3,8,25595.098541823943,25589.414137095057,5.684404728884147,0.022213891644529256,5,0.7421875
s3_recurring,clicks,50pct,m5b_smooth0.1,8,25595.098541823943,25605.660698634165,-10.56215681022104,-0.041249303950920656,3,0.640625
s3_recurring,clicks,75pct,han_arw,8,32904.64057435803,32543.997052654653,360.64352170337816,1.1081721803252191,8,0.0078125
s3_recurring,clicks,75pct,expanding,8,32904.64057435803,32752.80281955409,151.83775480393751,0.46358705739005424,8,0.0078125
s3_recurring,clicks,75pct,ensemble3,8,32904.64057435803,32901.82844225086,2.8121321071675993,0.008547038995426777,4,0.84375
s3_recurring,clicks,75pct,m5b_smooth0.1,8,32904.64057435803,32918.0292944221,-13.388720064072004,-0.04067290889233365,3,0.3828125
s3_recurring,conversions,10pct,han_arw,8,7293.0792352952185,7233.985115401301,59.09411989391731,0.8168957905111627,6,0.0390625
s3_recurring,conversions,10pct,expanding,8,7293.0792352952185,7258.885652540119,34.19358275509933,0.47105829175217667,6,0.0546875
s3_recurring,conversions,10pct,ensemble3,8,7293.0792352952185,7281.992211689858,11.08702360536006,0.15225261553509964,6,0.546875
s3_recurring,conversions,10pct,m5b_smooth0.1,8,7293.0792352952185,7302.0458918607255,-8.966656565507378,-0.12279649701328393,3,0.546875
s3_recurring,conversions,25pct,han_arw,8,15423.746588982784,15190.760255418665,232.98633356411756,1.533737151048839,8,0.0078125
s3_recurring,conversions,25pct,expanding,8,15423.746588982784,15321.512684281019,102.23390470176537,0.6672572533040514,8,0.0078125
s3_recurring,conversions,25pct,ensemble3,8,15423.746588982784,15414.505587127305,9.241001855478316,0.05995003734142146,4,0.84375
s3_recurring,conversions,25pct,m5b_smooth0.1,8,15423.746588982784,15432.737510469113,-8.990921486328034,-0.05825875986181232,3,0.640625
s3_recurring,conversions,50pct,han_arw,8,25595.098541823943,25206.453263319618,388.64527850432387,1.5418483292525718,8,0.0078125
s3_recurring,conversions,50pct,expanding,8,25595.098541823943,25436.355845468446,158.742696355494,0.6240779823961081,8,0.0078125
s3_recurring,conversions,50pct,ensemble3,8,25595.098541823943,25589.414137095057,5.684404728884147,0.022213891644529256,5,0.7421875
s3_recurring,conversions,50pct,m5b_smooth0.1,8,25595.098541823943,25605.660698634165,-10.56215681022104,-0.041249303950920656,3,0.640625
s3_recurring,conversions,75pct,han_arw,8,32904.64057435803,32543.997052654653,360.64352170337816,1.1081721803252191,8,0.0078125
s3_recurring,conversions,75pct,expanding,8,32904.64057435803,32752.80281955409,151.83775480393751,0.46358705739005424,8,0.0078125
s3_recurring,conversions,75pct,ensemble3,8,32904.64057435803,32901.82844225086,2.8121321071675993,0.008547038995426777,4,0.84375
s3_recurring,conversions,75pct,m5b_smooth0.1,8,32904.64057435803,32918.0292944221,-13.388720064072004,-0.04067290889233365,3,0.3828125
s4_local,clicks,10pct,han_arw,8,7713.572031182142,7492.972727612313,220.59930356982989,2.944082563611911,8,0.0078125
s4_local,clicks,10pct,expanding,8,7713.572031182142,7678.8267062417935,34.74532494034861,0.4524822120559851,7,0.015625
s4_local,clicks,10pct,ensemble3,8,7713.572031182142,7727.647904082507,-14.075872900364402,-0.18214951140473332,0,0.0078125
s4_local,clicks,10pct,m5b_smooth0.1,8,7713.572031182142,7679.769979544463,33.80205163767971,0.4401440632689982,8,0.0078125
s4_local,clicks,25pct,han_arw,8,16676.022587788884,16334.061402729903,341.9611850589806,2.0935465872671988,8,0.0078125
s4_local,clicks,25pct,expanding,8,16676.022587788884,16288.775070888463,387.2475169004215,2.377388816624498,8,0.0078125
s4_local,clicks,25pct,ensemble3,8,16676.022587788884,16694.735323897665,-18.712736108782792,-0.11208764766696518,1,0.0234375
s4_local,clicks,25pct,m5b_smooth0.1,8,16676.022587788884,16615.1735894833,60.848998305584246,0.36622547443078823,8,0.0078125
s4_local,clicks,50pct,han_arw,8,28129.554513610008,27767.057888681644,362.49662492836615,1.3054916598712691,8,0.0078125
s4_local,clicks,50pct,expanding,8,28129.554513610008,27092.374229671434,1037.1802839385764,3.8283107827539964,8,0.0078125
s4_local,clicks,50pct,ensemble3,8,28129.554513610008,28134.393248916178,-4.838735306167564,-0.017198648157638753,4,0.4609375
s4_local,clicks,50pct,m5b_smooth0.1,8,28129.554513610008,28069.032960451885,60.52155315812752,0.21561680889897383,8,0.0078125
s4_local,clicks,75pct,han_arw,8,35910.62362128675,35708.0532829327,202.57033835405127,0.5672959451163174,8,0.0078125
s4_local,clicks,75pct,expanding,8,35910.62362128675,34622.02697910786,1288.5966421788917,3.72189832489148,8,0.0078125
s4_local,clicks,75pct,ensemble3,8,35910.62362128675,35908.70915932282,1.91446196393008,0.005331469742996977,4,0.9453125
s4_local,clicks,75pct,m5b_smooth0.1,8,35910.62362128675,35864.7854591097,45.838162177051345,0.12780827095511985,8,0.0078125
s4_local,conversions,10pct,han_arw,8,7713.572031182142,7492.972727612313,220.59930356982989,2.944082563611911,8,0.0078125
s4_local,conversions,10pct,expanding,8,7713.572031182142,7678.8267062417935,34.74532494034861,0.4524822120559851,7,0.015625
s4_local,conversions,10pct,ensemble3,8,7713.572031182142,7727.647904082507,-14.075872900364402,-0.18214951140473332,0,0.0078125
s4_local,conversions,10pct,m5b_smooth0.1,8,7713.572031182142,7679.769979544463,33.80205163767971,0.4401440632689982,8,0.0078125
s4_local,conversions,25pct,han_arw,8,16676.022587788884,16334.061402729903,341.9611850589806,2.0935465872671988,8,0.0078125
s4_local,conversions,25pct,expanding,8,16676.022587788884,16288.775070888463,387.2475169004215,2.377388816624498,8,0.0078125
s4_local,conversions,25pct,ensemble3,8,16676.022587788884,16694.735323897665,-18.712736108782792,-0.11208764766696518,1,0.0234375
s4_local,conversions,25pct,m5b_smooth0.1,8,16676.022587788884,16615.1735894833,60.848998305584246,0.36622547443078823,8,0.0078125
s4_local,conversions,50pct,han_arw,8,28129.554513610008,27767.057888681644,362.49662492836615,1.3054916598712691,8,0.0078125
s4_local,conversions,50pct,expanding,8,28129.554513610008,27092.374229671434,1037.1802839385764,3.8283107827539964,8,0.0078125
s4_local,conversions,50pct,ensemble3,8,28129.554513610008,28134.393248916178,-4.838735306167564,-0.017198648157638753,4,0.4609375
s4_local,conversions,50pct,m5b_smooth0.1,8,28129.554513610008,28069.032960451885,60.52155315812752,0.21561680889897383,8,0.0078125
s4_local,conversions,75pct,han_arw,8,35910.62362128675,35708.0532829327,202.57033835405127,0.5672959451163174,8,0.0078125
s4_local,conversions,75pct,expanding,8,35910.62362128675,34622.02697910786,1288.5966421788917,3.72189832489148,8,0.0078125
s4_local,conversions,75pct,ensemble3,8,35910.62362128675,35908.70915932282,1.91446196393008,0.005331469742996977,4,0.9453125
s4_local,conversions,75pct,m5b_smooth0.1,8,35910.62362128675,35864.7854591097,45.838162177051345,0.12780827095511985,8,0.0078125
s5_opposing_local,clicks,10pct,han_arw,8,7831.626098357823,7839.100727875275,-7.474629517453309,-0.09535059921955163,3,0.7421875
s5_opposing_local,clicks,10pct,expanding,8,7831.626098357823,7196.865730451743,634.7603679060793,8.819955681822005,8,0.0078125
s5_opposing_local,clicks,10pct,ensemble3,8,7831.626098357823,7826.869908794047,4.75618956377582,0.06076745390174304,4,0.7421875
s5_opposing_local,clicks,10pct,m5b_smooth0.1,8,7831.626098357823,7809.321695988336,22.304402369486183,0.2856125440567265,6,0.078125
s5_opposing_local,clicks,25pct,han_arw,8,17020.1159878373,16999.654366744475,20.461621092824544,0.1203649242001798,5,0.3828125
s5_opposing_local,clicks,25pct,expanding,8,17020.1159878373,16004.965594791684,1015.1503930456186,6.342721494983829,8,0.0078125
s5_opposing_local,clicks,25pct,ensemble3,8,17020.1159878373,17017.267259608925,2.848728228375421,0.016740221475729986,6,0.546875
s5_opposing_local,clicks,25pct,m5b_smooth0.1,8,17020.1159878373,16971.359261935206,48.75672590209501,0.2872882787382311,8,0.0078125
s5_opposing_local,clicks,50pct,han_arw,8,28378.050977066687,28316.92375192282,61.12722514386678,0.21586817014230236,7,0.0234375
s5_opposing_local,clicks,50pct,expanding,8,28378.050977066687,27270.667759881508,1107.383217185179,4.060711776241415,8,0.0078125
s5_opposing_local,clicks,50pct,ensemble3,8,28378.050977066687,28372.35361817263,5.697358894057288,0.02008067067939017,5,0.4609375
s5_opposing_local,clicks,50pct,m5b_smooth0.1,8,28378.050977066687,28325.314953919642,52.736023147045216,0.18617982971358854,5,0.109375
s5_opposing_local,clicks,75pct,han_arw,8,37047.75712330413,36986.08120776972,61.67591553440889,0.16675439387034208,8,0.0078125
s5_opposing_local,clicks,75pct,expanding,8,37047.75712330413,36254.28974940648,793.4673738976453,2.1886165178856802,8,0.0078125
s5_opposing_local,clicks,75pct,ensemble3,8,37047.75712330413,37044.443991976616,3.313131327514384,0.008943665960358236,4,0.9453125
s5_opposing_local,clicks,75pct,m5b_smooth0.1,8,37047.75712330413,37012.32233721329,35.43478609083013,0.09573780798726844,4,0.3125
s5_opposing_local,conversions,10pct,han_arw,8,7831.626098357823,7839.100727875275,-7.474629517453309,-0.09535059921955163,3,0.7421875
s5_opposing_local,conversions,10pct,expanding,8,7831.626098357823,7196.865730451743,634.7603679060793,8.819955681822005,8,0.0078125
s5_opposing_local,conversions,10pct,ensemble3,8,7831.626098357823,7826.869908794047,4.75618956377582,0.06076745390174304,4,0.7421875
s5_opposing_local,conversions,10pct,m5b_smooth0.1,8,7831.626098357823,7809.321695988336,22.304402369486183,0.2856125440567265,6,0.078125
s5_opposing_local,conversions,25pct,han_arw,8,17020.1159878373,16999.654366744475,20.461621092824544,0.1203649242001798,5,0.3828125
s5_opposing_local,conversions,25pct,expanding,8,17020.1159878373,16004.965594791684,1015.1503930456186,6.342721494983829,8,0.0078125
s5_opposing_local,conversions,25pct,ensemble3,8,17020.1159878373,17017.267259608925,2.848728228375421,0.016740221475729986,6,0.546875
s5_opposing_local,conversions,25pct,m5b_smooth0.1,8,17020.1159878373,16971.359261935206,48.75672590209501,0.2872882787382311,8,0.0078125
s5_opposing_local,conversions,50pct,han_arw,8,28378.050977066687,28316.92375192282,61.12722514386678,0.21586817014230236,7,0.0234375
s5_opposing_local,conversions,50pct,expanding,8,28378.050977066687,27270.667759881508,1107.383217185179,4.060711776241415,8,0.0078125
s5_opposing_local,conversions,50pct,ensemble3,8,28378.050977066687,28372.35361817263,5.697358894057288,0.02008067067939017,5,0.4609375
s5_opposing_local,conversions,50pct,m5b_smooth0.1,8,28378.050977066687,28325.314953919642,52.736023147045216,0.18617982971358854,5,0.109375
s5_opposing_local,conversions,75pct,han_arw,8,37047.75712330413,36986.08120776972,61.67591553440889,0.16675439387034208,8,0.0078125
s5_opposing_local,conversions,75pct,expanding,8,37047.75712330413,36254.28974940648,793.4673738976453,2.1886165178856802,8,0.0078125
s5_opposing_local,conversions,75pct,ensemble3,8,37047.75712330413,37044.443991976616,3.313131327514384,0.008943665960358236,4,0.9453125
s5_opposing_local,conversions,75pct,m5b_smooth0.1,8,37047.75712330413,37012.32233721329,35.43478609083013,0.09573780798726844,4,0.3125
s6_mixed,clicks,10pct,han_arw,8,8750.828825115219,8917.236218432496,-166.40739331727457,-1.8661319408955421,0,0.0078125
s6_mixed,clicks,10pct,expanding,8,8750.828825115219,7537.776885699604,1213.0519394156163,16.092966902708067,8,0.0078125
s6_mixed,clicks,10pct,ensemble3,8,8750.828825115219,8790.18674304431,-39.35791792909083,-0.4477483707639638,3,0.3828125
s6_mixed,clicks,10pct,m5b_smooth0.1,8,8750.828825115219,8699.651299569838,51.177525545381854,0.5882709982630266,6,0.25
s6_mixed,clicks,25pct,han_arw,8,17726.393289895175,17908.886920245946,-182.49363035077,-1.0190115732120764,0,0.0078125
s6_mixed,clicks,25pct,expanding,8,17726.393289895175,16515.690167793946,1210.7031221012303,7.330623847994769,8,0.0078125
s6_mixed,clicks,25pct,ensemble3,8,17726.393289895175,17766.980876138998,-40.587586243820624,-0.22844391248447637,3,0.4609375
s6_mixed,clicks,25pct,m5b_smooth0.1,8,17726.393289895175,17658.628816978297,67.76447291687964,0.3837470826258374,6,0.25
s6_mixed,clicks,50pct,han_arw,8,28565.546921042762,28664.897142151953,-99.35022110918726,-0.3465919330409597,1,0.0546875
s6_mixed,clicks,50pct,expanding,8,28565.546921042762,27703.730272649664,861.8166483930995,3.110832512125353,8,0.0078125
s6_mixed,clicks,50pct,ensemble3,8,28565.546921042762,28557.788668811703,7.758252231058577,0.027166852171335857,5,0.84375
s6_mixed,clicks,50pct,m5b_smooth0.1,8,28565.546921042762,28507.252886156628,58.29403488613434,0.20448843358892163,5,0.3125
s6_mixed,clicks,75pct,han_arw,8,36444.559805662386,36473.228604737,-28.66879907461407,-0.07860230687362478,2,0.4609375
s6_mixed,clicks,75pct,expanding,8,36444.559805662386,36089.51718217688,355.0426234855063,0.9837832456812338,7,0.015625
s6_mixed,clicks,75pct,ensemble3,8,36444.559805662386,36408.321606751255,36.2381989111318,0.09953273678073667,4,0.640625
s6_mixed,clicks,75pct,m5b_smooth0.1,8,36444.559805662386,36410.44763442585,34.112171236541144,0.09368786557924187,5,0.4609375
s6_mixed,conversions,10pct,han_arw,8,8750.828825115219,8917.236218432496,-166.40739331727457,-1.8661319408955421,0,0.0078125
s6_mixed,conversions,10pct,expanding,8,8750.828825115219,7537.776885699604,1213.0519394156163,16.092966902708067,8,0.0078125
s6_mixed,conversions,10pct,ensemble3,8,8750.828825115219,8790.18674304431,-39.35791792909083,-0.4477483707639638,3,0.3828125
s6_mixed,conversions,10pct,m5b_smooth0.1,8,8750.828825115219,8699.651299569838,51.177525545381854,0.5882709982630266,6,0.25
s6_mixed,conversions,25pct,han_arw,8,17726.393289895175,17908.886920245946,-182.49363035077,-1.0190115732120764,0,0.0078125
s6_mixed,conversions,25pct,expanding,8,17726.393289895175,16515.690167793946,1210.7031221012303,7.330623847994769,8,0.0078125
